문성현,1991-11-09,06-21,SK,W 7:2,0,1.0,0,0,3,3,0,0,0,0,0,0,0,2,12,0.67,0.200,0.000,0.000,0.00,0.08,0.56,0.006,,,3일
문성현,1991-11-09,06-30,두산,W 11:2,0,1.0,0,0,3,3,0,0,0,0,0,0,0,0,15,0.83,0.200,0.000,0.000,0.00,0.00,0.56,0.000,,,4일
문성현,1991-11-09,07-05,@KT,L 5:10,0,1.0,0,0,3,3,1,0,0,0,0,0,0,1,12,1.32,0.222,0.333,0.667,2.16,0.17,0.56,0.010,,,3일
최원태,1997-01-07,05-07,@KIA,L 5:8,1,5.0,2,2,24,22,9,2,0,0,2,0,0,4,98,2.20,0.409,0.458,0.958,3.60,1.58,0.78,0.129,43,,7+일
최원태,1997-01-07,05-19,SK,W 11:6,1,2.2,5,4,17,13,4,1,0,0,4,0,0,2,69,1.53,0.279,0.471,0.855,4.80,1.08,-3.87,-0.234,30,,6일
최원태,1997-01-07,05-30,KT,W 14:3,1,6.0,2,2,22,21,5,0,0,1,0,0,0,5,82,1.22,0.257,0.238,0.619,3.67,0.95,1.33,0.075,59,W,6일
최원태,1997-01-07,06-11,@삼성,L 3:6,1,5.0,6,6,24,22,6,0,0,3,0,0,2,2,76,1.13,0.248,0.333,1.015,4.38,0.56,-3.23,-0.298,33,L,6일
최원태,1997-01-07,06-23,@LG,W 8:3,1,6.0,2,2,29,27,9,2,0,0,2,1,0,4,96,1.26,0.272,0.379,0.787,4.18,0.96,1.33,0.084,48,W,6일
최원태,1997-01-07,07-04,@KT,W 10:6,1,4.0,4,4,22,17,5,1,0,1,5,0,0,3,105,1.24,0.256,0.455,0.984,4.02,1.23,-1.78,-0.249,34,,6일
김상수,1988-01-02,05-06,@KIA,W 3:2,0,1.0,0,0,4,4,1,1,0,0,0,0,0,2,14,1.00,0.250,0.250,0.750,0.00,1.51,0.56,0.075,,,7+일
김상수,1988-01-02,05-10,한화,W 6:3,0,1.0,0,0,4,4,1,0,0,0,0,0,0,1,19,1.88,0.385,0.250,0.500,3.38,0.57,0.56,0.042,HLD,,3일
김상수,1988-01-02,05-14,삼성,L 5:8,0,0.2,3,3,5,2,1,0,0,0,2,0,1,0,22,1.85,0.333,0.800,1.300,8.31,2.07,-0.91,-0.188,,L,2일
김상수,1988-01-02,05-21,SK,W 9:8,0,0.0,1,1,2,1,1,0,0,0,1,0,0,0,11,1.88,0.318,1.000,2.000,8.44,1.98,-1.40,-0.215,,,5일
김상수,1988-01-02,05-28,@NC,L 6:9,0,0.1,1,1,2,2,1,0,0,1,0,0,0,0,10,1.95,0.321,0.500,2.500,9.45,1.94,-2.53,-0.520,BLSV,,6일
김상수,1988-01-02,06-17,롯데,W 4:3,0,1.0,0,0,3,3,0,0,0,0,0,0,0,2,15,2.16,0.333,0.000,0.000,10.80,0.68,0.56,0.052,,,7+일
김상수,1988-01-02,06-20,SK,W 9:3,0,1.0,0,0,4,4,1,0,0,0,0,0,0,3,15,2.03,0.333,0.250,0.500,9.58,1.34,0.56,0.075,,W,2일
김상수,1988-01-02,06-26,KIA,L 6:8,0,1.0,0,0,4,4,1,0,0,0,0,0,0,2,13,1.86,0.321,0.250,0.500,8.76,0.21,0.56,0.015,,,5일
김상수,1988-01-02,07-02,두산,W 10:7,0,1.0,0,0,3,3,0,0,0,0,0,0,0,0,7,1.67,0.288,0.000,0.000,7.53,1.16,0.56,0.088,,W,4일
김상수,1988-01-02,07-05,@KT,L 5:10,0,1.0,0,0,4,4,1,0,0,0,0,0,0,0,20,1.75,0.299,0.250,0.500,6.75,0.09,0.56,0.006,,,2일
김재웅,1998-10-22,05-05,@KIA,W 11:2,0,1.0,0,0,4,4,1,0,0,0,0,0,0,1,19,1.00,0.250,0.250,0.500,0.00,0.00,0.56,0.000,,,7+일
김재웅,1998-10-22,05-14,삼성,L 5:8,0,1.1,0,0,5,5,2,1,0,0,0,0,0,2,21,1.20,0.333,0.400,1.000,0.00,0.62,-0.98,-0.174,,,6일
김재웅,1998-10-22,05-17,@LG,W 9:4,0,1.0,1,1,4,4,1,1,0,0,0,0,0,0,13,0.94,0.263,0.250,0.750,1.69,0.04,-0.45,0.001,,,1일
김재웅,1998-10-22,05-21,SK,W 9:8,0,1.0,0,0,3,2,0,0,0,0,0,0,0,1,9,0.82,0.240,0.000,0.000,2.45,2.12,0.95,0.127,,,2일
김재웅,1998-10-22,05-27,@NC,L 3:10,0,1.1,1,1,6,6,2,0,0,1,0,0,0,0,18,1.27,0.294,0.333,1.167,6.23,0.44,-1.59,-0.113,,,5일
김재웅,1998-10-22,06-03,@한화,W 6:2,0,1.0,0,0,3,3,0,0,0,0,0,0,0,2,13,1.13,0.256,0.000,0.000,5.06,0.49,0.56,0.037,,,3일
